3323;UK;STATE;Uttarakhand;UK05;Dehradun;CITY;Y;/dehradun-uttarakhand-matrimony-matrimonials;L2_ST_3323;;Uttarakhand Dehradun Matrimony - Uttarakhand Dehradun Matrimonial;Find Lakhs of verified Uttarakhand Dehradun Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Dehradun Uttarakhand;Y;dehradun-uttar-pradesh-matrimonials.jpg;Dehradun Uttarakhand Matrimony;N
3421;CH;STATE;Chhattisgarh;CH03;Bilaspur;CITY;Y;/bilaspur-chhattisgarh-matrimony-matrimonials;L2_ST_3421;;Chhattisgarh Bilaspur Matrimony - Chhattisgarh Bilaspur Matrimonial;Find Lakhs of verified Chhattisgarh Bilaspur Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Bilaspur Chhattisgarh;Y;bilaspur-madhya-pradesh-matrimonials.jpg;Bilaspur Chhattisgarh Matrimony;N
3422;CH;STATE;Chhattisgarh;CH01;Raipur;CITY;Y;/raipur-chhattisgarh-matrimony-matrimonials;L2_ST_3422;;Chhattisgarh Raipur Matrimony - Chhattisgarh Raipur Matrimonial;Find Lakhs of verified Chhattisgarh Raipur Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Raipur Chhattisgarh;Y;raipur-madhya-pradesh-matrimonials.jpg;Raipur Chhattisgarh Matrimony;N
3423;CH;STATE;Chhattisgarh;CH04;Bhilai;CITY;Y;/bhilai-chhattisgarh-matrimony-matrimonials;L2_ST_3423;;Chhattisgarh Bhilai Matrimony - Chhattisgarh Bhilai Matrimonial;Find Lakhs of verified Chhattisgarh Bhilai Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Bhilai Chhattisgarh;Y;bhilai-madhya-pradesh-matrimonials.jpg;Bhilai Chhattisgarh Matrimony;N
3476;JH;STATE;Jharkhand;JH01;Ranchi;CITY;Y;/ranchi-jharkhand-matrimony-matrimonials;L2_ST_3476;;Jharkhand Ranchi Matrimony - Jharkhand Ranchi Matrimonial;Find Lakhs of verified Jharkhand Ranchi Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Ranchi Jharkhand;Y;ranchi-bihar-matrimonials.jpg;Ranchi Jharkhand Matrimony;N
3477;JH;STATE;Jharkhand;JH02;Jamshedpur;CITY;Y;/jamshedpur-jharkhand-matrimony-matrimonials;L2_ST_3477;;Jharkhand Jamshedpur Matrimony - Jharkhand Jamshedpur Matrimonial;Find Lakhs of verified Jharkhand Jamshedpur Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Jamshedpur Jharkhand;Y;jamshedpur-bihar-matrimonials.jpg;Jamshedpur Jharkhand Matrimony;N
3479;JH;STATE;Jharkhand;JH04;Bokaro;CITY;Y;/bokaro-jharkhand-matrimony-matrimonials;L2_ST_3479;;Jharkhand Bokaro Matrimony - Jharkhand Bokaro Matrimonial;Find Lakhs of verified Jharkhand Bokaro Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Bokaro Jharkhand;Y;bokaro-bihar-matrimonials.jpg;Bokaro Jharkhand Matrimony;N
5014;UK;STATE;Uttarakhand;UK05;Dehradun;CITY;Y;/dehradun-uttarakhand-brides-girls;L2_ST_5014;;Uttarakhand Dehradun Brides - Uttarakhand Dehradun Girls;Find Lakhs of verified Uttarakhand Dehradun Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Dehradun Uttarakhand Brides;Y;dehradun-uttar-pradesh-up-brides-girls.jpg;Dehradun Uttarakhand Up Brides Girls;B
5111;CH;STATE;Chhattisgarh;CH03;Bilaspur;CITY;Y;/bilaspur-chhattisgarh-brides-girls;L2_ST_5111;;Chhattisgarh Bilaspur Brides - Chhattisgarh Bilaspur Girls;Find Lakhs of verified Chhattisgarh Bilaspur Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bilaspur Chhattisgarh Brides;Y;bilaspur-madhya-pradesh-mp-brides-girls.jpg;Bilaspur Chhattisgarh Mp Brides Girls;B
5112;CH;STATE;Chhattisgarh;CH01;Raipur;CITY;Y;/raipur-chhattisgarh-brides-girls;L2_ST_5112;;Chhattisgarh Raipur Brides - Chhattisgarh Raipur Girls;Find Lakhs of verified Chhattisgarh Raipur Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Raipur Chhattisgarh Brides;Y;raipur-madhya-pradesh-mp-brides-girls.jpg;Raipur Chhattisgarh Mp Brides Girls;B
5113;CH;STATE;Chhattisgarh;CH04;Bhilai;CITY;Y;/bhilai-chhattisgarh-brides-girls;L2_ST_5113;;Chhattisgarh Bhilai Brides - Chhattisgarh Bhilai Girls;Find Lakhs of verified Chhattisgarh Bhilai Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bhilai Chhattisgarh Brides;Y;bhilai-madhya-pradesh-mp-brides-girls.jpg;Bhilai Chhattisgarh Mp Brides Girls;B
5166;JH;STATE;Jharkhand;JH01;Ranchi;CITY;Y;/ranchi-jharkhand-brides-girls;L2_ST_5166;;Jharkhand Ranchi Brides - Jharkhand Ranchi Girls;Find Lakhs of verified Jharkhand Ranchi Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Ranchi Jharkhand Brides;Y;ranchi-bihar-brides-girls.jpg;Ranchi Jharkhand Brides Girls;B
5167;JH;STATE;Jharkhand;JH02;Jamshedpur;CITY;Y;/jamshedpur-jharkhand-brides-girls;L2_ST_5167;;Jharkhand Jamshedpur Brides - Jharkhand Jamshedpur Girls;Find Lakhs of verified Jharkhand Jamshedpur Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Jamshedpur Jharkhand Brides;Y;jamshedpur-bihar-brides-girls.jpg;Jamshedpur Jharkhand Brides Girls;B
5169;JH;STATE;Jharkhand;JH04;Bokaro;CITY;Y;/bokaro-jharkhand-brides-girls;L2_ST_5169;;Jharkhand Bokaro Brides - Jharkhand Bokaro Girls;Find Lakhs of verified Jharkhand Bokaro Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bokaro Jharkhand Brides;Y;bokaro-bihar-brides-girls.jpg;Bokaro Jharkhand Brides Girls;B
6688;UK;STATE;Uttarakhand;UK05;Dehradun;CITY;Y;/dehradun-uttarakhand-grooms-boys;L2_ST_6688;;Uttarakhand Dehradun Grooms - Uttarakhand Dehradun Boys;Find Lakhs of verified Uttarakhand Dehradun Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Dehradun Uttarakhand Grooms;Y;dehradun-uttar-pradesh-up-grooms-boys.jpg;Dehradun Uttarakhand Up Grooms Boys;G
6785;CH;STATE;Chhattisgarh;CH03;Bilaspur;CITY;Y;/bilaspur-chhattisgarh-grooms-boys;L2_ST_6785;;Chhattisgarh Bilaspur Grooms - Chhattisgarh Bilaspur Boys;Find Lakhs of verified Chhattisgarh Bilaspur Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bilaspur Chhattisgarh Grooms;Y;bilaspur-madhya-pradesh-mp-grooms-boys.jpg;Bilaspur Chhattisgarh Mp Grooms Boys;G
6786;CH;STATE;Chhattisgarh;CH01;Raipur;CITY;Y;/raipur-chhattisgarh-grooms-boys;L2_ST_6786;;Chhattisgarh Raipur Grooms - Chhattisgarh Raipur Boys;Find Lakhs of verified Chhattisgarh Raipur Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Raipur Chhattisgarh Grooms;Y;raipur-madhya-pradesh-mp-grooms-boys.jpg;Raipur Chhattisgarh Mp Grooms Boys;G
6787;CH;STATE;Chhattisgarh;CH04;Bhilai;CITY;Y;/bhilai-chhattisgarh-grooms-boys;L2_ST_6787;;Chhattisgarh Bhilai Grooms - Chhattisgarh Bhilai Boys;Find Lakhs of verified Chhattisgarh Bhilai Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bhilai Chhattisgarh Grooms;Y;bhilai-madhya-pradesh-mp-grooms-boys.jpg;Bhilai Chhattisgarh Mp Grooms Boys;G
6840;JH;STATE;Jharkhand;JH01;Ranchi;CITY;Y;/ranchi-jharkhand-grooms-boys;L2_ST_6840;;Jharkhand Ranchi Grooms - Jharkhand Ranchi Boys;Find Lakhs of verified Jharkhand Ranchi Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Ranchi Jharkhand Grooms;Y;ranchi-bihar-grooms-boys.jpg;Ranchi Jharkhand Grooms Boys;G
6841;JH;STATE;Jharkhand;JH02;Jamshedpur;CITY;Y;/jamshedpur-jharkhand-grooms-boys;L2_ST_6841;;Jharkhand Jamshedpur Grooms - Jharkhand Jamshedpur Boys;Find Lakhs of verified Jharkhand Jamshedpur Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Jamshedpur Jharkhand Grooms;Y;jamshedpur-bihar-grooms-boys.jpg;Jamshedpur Jharkhand Grooms Boys;G
6843;JH;STATE;Jharkhand;JH04;Bokaro;CITY;Y;/bokaro-jharkhand-grooms-boys;L2_ST_6843;;Jharkhand Bokaro Grooms - Jharkhand Bokaro Boys;Find Lakhs of verified Jharkhand Bokaro Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Bokaro Jharkhand Grooms;Y;bokaro-bihar-grooms-boys.jpg;Bokaro Jharkhand Grooms Boys;G
3478;JH;STATE;Jharkhand;JH03;Dhanbad;CITY;Y;/dhanbad-jharkhand-matrimony-matrimonials;L2_ST_3478;;Jharkhand Dhanbad Matrimony - Jharkhand Dhanbad Matrimonial;Find Lakhs of verified Jharkhand Dhanbad Matrimony profiles on Jeevansathi. Add your profile for Safe & Secured matchmaking experience.;;Dhanbad Jharkhand;Y;dhanbad-jharkhand-matrimonials.jpg;Dhanbad Jharkhand Matrimony;N
5168;JH;STATE;Jharkhand;JH03;Dhanbad;CITY;Y;/dhanbad-jharkhand-brides-girls;L2_ST_5168;;Jharkhand Dhanbad Brides - Jharkhand Dhanbad Girls;Find Lakhs of verified Jharkhand Dhanbad Brides profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Dhanbad Jharkhand Brides;Y;dhanbad-jharkhand-brides-girls.jpg;Dhanbad Jharkhand Brides Girls;B
6842;JH;STATE;Jharkhand;JH03;Dhanbad;CITY;Y;/dhanbad-jharkhand-grooms-boys;L2_ST_6842;;Jharkhand Dhanbad Grooms - Jharkhand Dhanbad Boys;Find Lakhs of verified Jharkhand Dhanbad Groom profiles at Jeevansathi with photos & horoscope. Join Free & Add your profile Now!;;Dhanbad Jharkhand Grooms;Y;dhanbad-jharkhand-grooms-boys.jpg;Dhanbad Jharkhand Grooms Boys;G
